car,price,body,mileage,engV,engType,registration,year,model,drive
VAZ,2400,sedan,155,1.5,Petrol,yes,2001,21099,front
VAZ,3450,sedan,110,1.6,Petrol,yes,2008,21099,front
Chevrolet,5700,sedan,80,1.5,Petrol,yes,2007,Aveo,front
Volkswagen,11600,sedan,169,1.4,Gas,no,2013,Passat B7,front
Volkswagen,11000,vagon,171,1.9,Diesel,yes,2009,Golf Variant,front
VAZ,1299,vagon,78,1.5,Gas,yes,1996,2104,rear
Mercedes-Benz,2500,sedan,111,2.3,Gas,yes,1992,E-Class,
Mercedes-Benz,16800,other,266,3.0,Diesel,yes,2007,E-Class,rear
Geely,7350,sedan,37,1.5,Petrol,yes,2014,Emgrand 7 (EC7),front
Audi,13000,other,161,1.8,Gas,yes,2001,TT,front
Renault,6200,van,228,2.5,Diesel,yes,2005,Trafic ����.,front
Mercedes-Benz,12500,van,386,2.2,Diesel,yes,2008,Sprinter 313 ����.,rear
Mazda,2250,van,212,1.8,Petrol,no,2004,Premacy,front
Toyota,13300,sedan,158,2.0,Gas,yes,2009,Avensis,front
Renault,5000,vagon,34,1.5,Diesel,yes,2013,Logan,front
Audi,11500,sedan,85,1.8,Petrol,yes,2007,A4,front
Honda,9700,sedan,106,1.8,Petrol,yes,2008,Civic,front
Volkswagen,10200,van,253,2.5,Diesel,yes,2008,T5 (Transporter) ����.,front
Volkswagen,4000,crossover,137,2.5,Diesel,no,2004,Touareg,
Suzuki,12000,crossover,103,2.0,Gas,yes,2007,Grand Vitara,full
BMW,3100,sedan,280,2.0,Diesel,no,1999,320,rear
Opel,6150,sedan,87,1.4,Gas,yes,2007,Astra G,front
Mercedes-Benz,16500,van,386,2.2,Diesel,yes,2006,Sprinter 313 ����.,rear
Subaru,10900,crossover,160,3.0,Petrol,yes,2006,Tribeca,full
VAZ,4464,sedan,111,1.6,Petrol,yes,2010,2170,front
Kia,3700,other,420,1.6,Petrol,yes,2002,Sephia,front
Toyota,10500,sedan,82,,Petrol,yes,2010,Corolla,front
Lexus,43800,crossover,85,5.7,Gas,yes,2009,LX 570,full
Skoda,7500,sedan,315,1.8,Petrol,yes,2005,Superb,front
Skoda,7100,sedan,157,1.6,Petrol,yes,2006,Octavia Tour,front
BMW,12950,sedan,268,4.0,Diesel,yes,2004,740,rear
Kia,9500,sedan,113,1.6,Petrol,yes,2010,Koup,front
BMW,3900,sedan,380,3.0,Gas,yes,1989,530,rear
VAZ,2000,sedan,200,1.5,Petrol,yes,2001,2115,front
Ford,9200,hatch,108,1.4,Diesel,yes,2012,Fiesta,
Geely,5200,sedan,41,1.5,Petrol,yes,2012,MK,front
VAZ,2300,sedan,126,1.5,Petrol,yes,2004,21099,front
Mercedes-Benz,13900,other,225,,Other,yes,2008,Vito ����.,rear
BMW,14000,crossover,240,4.4,Gas,yes,2002,X5,full
Mitsubishi,9000,crossover,200,2.0,Gas,yes,2006,Outlander,full
Renault,9999,van,185,1.5,Diesel,yes,2008,Kangoo ����.,front
Opel,9350,sedan,166,2.2,Petrol,yes,2009,Vectra C,front
Toyota,11600,hatch,24,1.6,Petrol,yes,2009,Auris,front
Volkswagen,11800,van,218,1.9,Diesel,yes,2008,T5 (Transporter) ����.,front
Hyundai,7700,sedan,117,1.6,Petrol,yes,2007,Elantra,front
Lexus,15700,sedan,105,3.0,Petrol,yes,2008,IS 300,rear
Audi,8600,sedan,260,2.5,Diesel,yes,2002,A6,front
Volkswagen,9600,other,128,1.9,Diesel,yes,2010,Caddy ����.,front
Opel,11700,van,137,2.0,Diesel,yes,2012,Vivaro ����.,
Lexus,16700,sedan,172,3.5,Petrol,yes,2007,ES 350,front
Kia,19300,crossover,117,,Gas,yes,2012,Sorento,full
VAZ,850,sedan,72,1.3,Petrol,yes,1977,2101,rear
Mercedes-Benz,58500,crossover,128,3.0,Diesel,yes,2013,ML 350,full
Opel,3400,vagon,164,1.9,Diesel,no,2005,Vectra C,front
Hyundai,13900,crossover,103,2.2,Diesel,yes,2007,Santa FE,full
Ford,5700,van,216,1.8,Diesel,yes,2010,Transit Connect ����.,front
Daewoo,8200,sedan,40,1.5,Petrol,yes,2013,Gentra,front
Lancia,3000,van,290,2.2,Diesel,no,2002,Phedra,front
GAZ,1500,other,60,2.5,Petrol,yes,1984,2410,front
Opel,7400,sedan,250,2.2,Diesel,yes,2005,Vectra C,front
Renault,10950,vagon,180,1.5,Diesel,yes,2011,Megane,front
Lexus,74777,crossover,63,5.7,Gas,yes,2012,LX 570,full
Mercedes-Benz,13500,crossover,205,2.7,Diesel,yes,2005,ML 270,full
Volkswagen,9500,hatch,29,1.4,Petrol,yes,2014,Polo,front
Renault,3600,sedan,101,2.0,Petrol,yes,1997,Megane,front
Ford,19500,hatch,35,2.3,Petrol,yes,2013,Mondeo,front
Ford,11000,hatch,34,1.6,Petrol,yes,2012,Focus,front
Audi,33500,hatch,35,1.8,Petrol,yes,2014,A5,front
MINI,10500,other,119,1.4,Diesel,yes,2003,One,front
GAZ,4550,sedan,48,2.3,Gas,yes,2005,31105,rear
Nissan,87777,other,3,3.8,Petrol,yes,2010,GT-R,full
Infiniti,23999,other,40,3.7,Petrol,yes,2008,G37,rear
Chevrolet,28777,hatch,47,1.4,Other,yes,2014,Volt,front
BMW,17500,crossover,210,3.0,Diesel,yes,2005,X5,
Mercedes-Benz,6200,sedan,221,1.8,Gas,yes,2004,E-Class,rear
Toyota,13500,crossover,131,2.4,Gas,yes,2006,Rav 4,full
Volkswagen,10500,other,270,2.5,Diesel,yes,2007,T5 (Transporter) ����.,front
Ford,10900,sedan,89,2.5,Petrol,yes,2008,Mondeo,front
Audi,16500,vagon,171,2.0,Diesel,yes,2008,A6,front
Mazda,10650,crossover,65,2.3,Petrol,yes,2007,CX-7,full
Opel,10350,vagon,95,1.4,Petrol,yes,2012,Astra J,front
BMW,21600,crossover,200,4.8,Other,yes,2007,X5,full
Opel,10450,van,98,2.0,Diesel,yes,2013,Vivaro ����.,front
Volkswagen,28000,van,163,2.0,Diesel,yes,2010,Multivan,full
Audi,18800,crossover,197,4.2,Petrol,yes,2007,Q7,full
Nissan,17800,sedan,73,3.5,Gas,yes,2011,Teana,front
Ford,7099,sedan,182,2.0,Petrol,yes,2006,Mondeo,front
Chevrolet,4000,sedan,127,1.5,Petrol,yes,2005,Aveo,front
BMW,22100,hatch,42,1.6,Petrol,yes,2013,116,rear
Kia,11700,crossover,95,2.0,Gas,yes,2010,Sportage,
Kia,7150,hatch,920,1.4,Petrol,yes,2008,Ceed,front
Mazda,11300,other,108,2.3,Petrol,yes,2008,CX-7,full
VAZ,1080,hatch,23,1.3,Petrol,yes,1989,2109,front
BMW,12500,crossover,176,3.0,Gas,yes,2002,X5,full
Chery,2500,hatch,86,1.1,Petrol,yes,2007,QQ,front
Audi,7000,vagon,320,1.9,Diesel,yes,1996,A4,front
BMW,4900,sedan,295,2.0,Petrol,yes,1994,520,rear
Skoda,5600,vagon,174,1.4,Petrol,yes,2001,Fabia,front
Volkswagen,5200,van,260,1.9,Diesel,no,2005,Touran,front
Peugeot,4100,hatch,216,1.1,Petrol,yes,2005,206,front
Volvo,17000,sedan,135,1.6,Petrol,yes,2012,S60,front
Nissan,19457,hatch,0,,Petrol,yes,2016,Juke,front
Skoda,3000,sedan,244,1.9,Diesel,no,2001,Octavia,front
Chevrolet,6999,hatch,113,1.8,Other,yes,2007,Lacetti,front
Mercedes-Benz,55000,crossover,40,4.6,Petrol,yes,2013,ML 500,full
Daewoo,2450,sedan,126,1.5,Petrol,yes,2007,Nexia,front
Hyundai,21166,sedan,0,1.8,Petrol,yes,2015,Elantra,front
VAZ,750,sedan,999,1.3,Petrol,yes,1984,2106,rear
ZAZ,5800,sedan,46,1.5,Gas,yes,2013,Forza,front
Daewoo,3300,sedan,140,1.3,Petrol,yes,2005,Sens,front
Mitsubishi,26850,crossover,84,3.2,Diesel,yes,2012,Pajero Wagon,full
Toyota,18000,crossover,320,4.2,Diesel,yes,1999,Land Cruiser 100,full
Nissan,7600,hatch,280,1.6,Petrol,yes,2007,Note,front
Citroen,19000,sedan,123,1.6,Petrol,yes,2013,DS5,front
Fiat,6200,van,218,1.6,Diesel,yes,2007,Scudo ����.,front
ZAZ,1250,hatch,164,,Petrol,yes,2005,������-����,front
Peugeot,6900,van,162,1.6,Diesel,yes,2008,Partner ����.,front
Ford,1499,van,262,1.3,Gas,yes,1996,Escort van,front
Peugeot,5000,vagon,333,2.0,Diesel,yes,2001,306,front
Chevrolet,5800,crossover,81,1.7,Gas,yes,2007,Niva,full
Volkswagen,17900,crossover,145,3.0,Diesel,yes,2007,Touareg,full
Hyundai,7900,other,77,1.2,Petrol,yes,2011,i20,front
Hyundai,11200,sedan,57,1.4,Gas,yes,2011,Accent,
Mercedes-Benz,21500,crossover,148,6.2,Petrol,yes,2008,ML 63 AMG,full
Volkswagen,4200,van,210,2.0,Diesel,no,2004,Touran,front
Ford,16700,crossover,145,2.5,Gas,yes,2010,Kuga,full
Porsche,49900,crossover,73,3.0,Diesel,yes,2011,Cayenne,full
Volkswagen,5000,van,400,2.4,Diesel,yes,1993,T4 (Transporter) ����.,front
Land Rover,79450,other,0,,Diesel,yes,2016,Range Rover Sport,
Peugeot,5350,van,188,1.9,Diesel,yes,2004,Partner ����.,front
Renault,7999,van,154,1.5,Diesel,yes,2008,Scenic,front
BMW,89999,crossover,17,4.4,Petrol,yes,2015,X6 M,full
Mitsubishi,12000,sedan,121,2.4,Gas,yes,2009,Galant,front
Toyota,20711,vagon,0,1.6,Petrol,yes,2016,Auris,full
Honda,13200,sedan,145,2.0,Gas,yes,2008,Accord,front
Volkswagen,7000,sedan,185,2.8,Gas,yes,2004,Passat B5,full
Renault,4650,van,165,1.5,Diesel,yes,2003,Kangoo ����.,front
Hyundai,9700,crossover,130,2.0,Gas,yes,2007,Tucson,full
SsangYong,17500,crossover,91,2.0,Diesel,yes,2012,Kyron,full
Mercedes-Benz,38500,sedan,56,2.2,Diesel,yes,2014,CLA-Class,front
Renault,6999,van,222,1.5,Diesel,yes,2009,Kangoo ����.,front
Skoda,13300,hatch,90,1.8,Petrol,yes,2012,Octavia A5,front
BMW,4800,vagon,400,2.5,Diesel,yes,1994,525,rear
Audi,3500,sedan,200,2.5,Diesel,no,2001,A8,front
Renault,6700,van,1,,Diesel,yes,2012,Kangoo ����.,front
Honda,10800,sedan,133,2.0,Petrol,yes,2008,Accord,front
Tesla,60500,sedan,5,,Other,yes,2015,Model S,rear
Volkswagen,9000,van,275,2.5,Diesel,yes,2002,T4 (Transporter) ����.,front
Mazda,5850,sedan,270,2.0,Petrol,yes,2003,6,front
Audi,4200,vagon,215,2.5,Diesel,no,2003,A6,full
Kia,20999,crossover,83,2.0,Diesel,yes,2013,Sportage,full
BMW,4500,sedan,370,4.0,Petrol,yes,1993,540,rear
Mercedes-Benz,40500,sedan,39,2.2,Diesel,yes,2015,E-Class,rear
Nissan,16000,crossover,54,1.6,Petrol,yes,2013,Juke,front
Chery,3700,hatch,70,1.1,Petrol,yes,2008,QQ,front
Honda,7899,sedan,170,2.0,Gas,yes,2005,Accord,front
Opel,2850,sedan,304,2.0,Petrol,yes,1992,Vectra A,front
VAZ,1950,sedan,92,1.5,Gas,yes,1990,2107,rear
Seat,8000,vagon,156,1.6,Petrol,yes,2006,Toledo,front
Skoda,19200,sedan,60,1.4,Petrol,yes,2015,Octavia A7,front
Honda,4300,sedan,259,1.5,Petrol,yes,2000,Civic,front
Audi,3000,vagon,270,1.9,Diesel,no,2001,A4,front
Volkswagen,9400,vagon,176,1.9,Diesel,yes,2005,Passat B5,
Mercedes-Benz,17500,sedan,130,3.0,Petrol,yes,2007,C-Class,full
Dacia,6800,sedan,56,1.4,Petrol,yes,2011,Logan,front
Renault,13900,crossover,111,2.5,Gas,yes,2010,Koleos,full
Renault,10500,vagon,165,1.5,Diesel,yes,2012,Megane,front
Land Rover,3550,vagon,255,2.5,Diesel,no,2001,Discovery,full
Volkswagen,9900,van,230,1.9,Diesel,yes,2008,T5 (Transporter) ����,front
Ford,12999,hatch,35,1.6,Gas,yes,2013,Fiesta,front
Volkswagen,11000,van,282,2.5,Diesel,yes,2006,T5 (Transporter) ����.,front
Renault,9500,hatch,77,1.6,Petrol,yes,2011,Megane,front
Toyota,99999,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,full
Toyota,28999,sedan,86,3.5,Petrol,yes,2013,Camry,front
Suzuki,10800,hatch,85,1.6,Petrol,yes,2011,SX4,front
VAZ,1500,vagon,300,1.2,Petrol,yes,1980,2102,rear
Mercedes-Benz,15900,sedan,216,5.0,Petrol,yes,2007,E-Class,rear
Mercedes-Benz,104000,crossover,16,5.5,Petrol,yes,2015,ML 63 AMG,full
MINI,20000,hatch,80,1.6,Petrol,yes,2012,Countryman,front
Land Rover,49000,crossover,87,5.0,Petrol,yes,2011,Range Rover,full
Daewoo,3200,sedan,172,1.3,Gas,yes,2006,Sens,front
Mitsubishi,25000,crossover,0,2.0,Petrol,yes,2016,Outlander,front
BYD,4900,sedan,92,1.6,Petrol,yes,2007,F3,front
Mazda,4999,sedan,20,2.0,Gas,yes,1995,Xedos 9,front
BMW,16500,sedan,150,2.5,Petrol,yes,2005,325,
Hyundai,18999,crossover,48,2.0,Gas,yes,2011,IX35,full
Skoda,8500,hatch,144,,Other,yes,2006,Octavia Tour,
Volkswagen,24500,crossover,62,2.0,Diesel,yes,2012,Passat CC,front
Seat,8500,hatch,167,2.0,Diesel,yes,2008,Altea,front
Toyota,12500,sedan,150,2.4,Petrol,yes,2007,Camry,front
Lexus,10800,sedan,183,3.3,Gas,yes,2003,ES 330,front
Toyota,25500,other,103,3.5,Petrol,yes,2010,Venza,full
BMW,6700,sedan,370,2.0,Petrol,yes,1997,320,rear
BMW,3650,sedan,300,2.0,Petrol,yes,1990,520,rear
Ford,13893,sedan,119,2.0,Petrol,yes,2011,Mondeo,front
Audi,39000,sedan,18,1.8,Other,yes,2015,A5,front
Mitsubishi,1999,van,168,1.8,Petrol,no,2001,Space Star,front
Nissan,26500,other,55,2.5,Diesel,yes,2013,Pathfinder,full
VAZ,1200,sedan,200,1.3,Petrol,yes,1996,2105,rear
Opel,3000,sedan,430,1.6,Gas,yes,1988,Vectra A,front
Mercedes-Benz,5000,van,400,2.3,Diesel,yes,1998,Vito ����.,front
Mitsubishi,3950,other,280,2.5,Diesel,no,1994,Pajero,full
Audi,8100,vagon,302,2.5,Diesel,yes,2000,A6,front
Ford,18500,crossover,98,1.6,Petrol,yes,2014,Kuga,
Hyundai,10900,crossover,97,2.0,Diesel,yes,2008,Tucson,full
VAZ,4450,sedan,79,1.6,Gas,yes,2012,2115,front
Renault,11700,vagon,177,1.5,Diesel,yes,2012,Laguna,front
Smart,21091,hatch,0,0.9,Petrol,yes,2016,Forfour,rear
Tesla,99000,sedan,15,0.7,Other,yes,2015,Model S,full
Subaru,9499,vagon,158,2.5,Gas,yes,2008,Outback,full
VAZ,4000,hatch,86,1.6,Petrol,yes,2012,2114,front
Mercedes-Benz,14490,vagon,212,2.2,Diesel,yes,2008,E-Class,rear
Volkswagen,9500,sedan,95,2.0,Petrol,yes,2007,Passat B6,front
Chevrolet,35000,other,15,3.6,Petrol,yes,2012,Camaro,
Mitsubishi,2500,sedan,220,2.4,Petrol,yes,1987,Galant,front
Chevrolet,5600,sedan,90,1.5,Petrol,yes,2007,Aveo,front
Mercedes-Benz,2900,sedan,282,2.2,Diesel,no,2000,210,rear
Renault,9000,vagon,190,1.5,Diesel,yes,2009,Megane,front
BMW,5000,sedan,270,3.0,Diesel,yes,2000,530,rear
Audi,7900,sedan,274,1.8,Gas,yes,2003,A6,front
Mitsubishi,7500,sedan,94,1.6,Petrol,yes,2007,Lancer,front
Volkswagen,9950,hatch,95,1.4,Petrol,yes,2010,Polo,front
Nissan,15990,crossover,122,1.6,Petrol,yes,2011,Juke,full
Mercedes-Benz,24999,sedan,112,2.2,Diesel,yes,2012,C-Class,
Hyundai,17000,crossover,54,2.0,Petrol,yes,2010,IX35,full
Mercedes-Benz,10150,other,190,2.2,Diesel,yes,2008,Vito ����.,rear
Citroen,6200,van,150,1.3,Diesel,yes,2012,Nemo ����.,front
Toyota,15200,crossover,208,2.0,Petrol,yes,2006,Rav 4,full
Chevrolet,11990,hatch,40,1.8,Gas,yes,2012,Cruze,front
Volkswagen,7650,other,260,2.0,Diesel,yes,2005,Caddy ����.,front
Ford,1500,hatch,48,1.4,Petrol,yes,1989,Escort,front
Volkswagen,11500,other,51,1.6,Petrol,yes,2013,Polo,
Skoda,7650,sedan,119,1.8,Gas,yes,2006,Octavia Tour,front
Ford,10800,van,200,2.2,Diesel,yes,2007,Transit ����.,front
BMW,16400,sedan,187,4.8,Gas,yes,2007,750,rear
Mazda,1300,sedan,274,1.5,Petrol,no,1995,323,front
BMW,4099,sedan,50,2.5,Petrol,yes,1988,520,rear
Land Rover,35700,crossover,90,5.0,Petrol,yes,2012,Range Rover,full
Toyota,18900,crossover,161,2.7,Gas,yes,2005,Land Cruiser Prado,full
Chevrolet,5500,hatch,141,1.6,Petrol,yes,2005,Lacetti,front
Mercedes-Benz,2200,sedan,400,2.0,Petrol,yes,1988,190,rear
Nissan,6500,sedan,383,,Other,yes,2008,Almera,
VAZ,1999,hatch,100,1.45,Petrol,yes,2001,21093,front
Volkswagen,1296,sedan,1,1.6,Petrol,yes,1980,Jetta,
BMW,14300,sedan,198,,Petrol,yes,2005,523,rear
Smart,4000,hatch,141,0.6,Petrol,yes,2001,Fortwo,rear
Mercedes-Benz,14300,other,175,2.2,Diesel,yes,2013,Sprinter 313 ����.,rear
Toyota,13500,crossover,126,4.0,Petrol,no,2011,Land Cruiser Prado,full
Opel,9700,van,160,2.0,Diesel,yes,2012,Vivaro ����.,front
Mercedes-Benz,60000,crossover,140,5.5,Gas,yes,2008,G 55 AMG,full
Honda,8800,sedan,240,2.0,Petrol,yes,2005,Accord,front
Daewoo,3500,sedan,240,1.6,Gas,yes,1998,Nubira,front
Mercedes-Benz,16555,sedan,159,3.5,Gas,yes,2006,CLS 350,rear
Renault,7900,van,268,1.5,Diesel,yes,2008,Grand Scenic,front
Geely,4600,sedan,74,1.6,Gas,yes,2010,MK,front
Citroen,12700,other,86,1.6,Petrol,yes,2012,Grand C4 Picasso,front
BMW,2899,sedan,260,2.0,Diesel,no,2000,320,rear
Audi,72000,sedan,55,6.3,Petrol,yes,2012,A8,full
Kia,9400,sedan,67,1.4,Petrol,yes,2012,Rio,front
VAZ,1750,sedan,123,1.5,Petrol,yes,2000,21099,front
Renault,5900,hatch,171,1.5,Other,yes,2005,Megane,front
Renault,7600,van,183,1.9,Diesel,yes,2006,Trafic ����.,front
Nissan,10999,hatch,64,1.6,Petrol,yes,2012,TIIDA,front
Ford,6100,van,380,2.2,Diesel,yes,2007,Transit ����.,front
Lexus,14500,other,130,3.5,Petrol,yes,2007,ES 350,front
Skoda,9500,hatch,84,1.6,Petrol,yes,2008,Octavia Tour,front
Hyundai,9600,sedan,98,1.4,Petrol,yes,2011,Accent,front
Mercedes-Benz,13999,van,98,2.2,Diesel,yes,2011,Vito ����.,full
Nissan,11999,crossover,113,3.5,Gas,yes,2005,Murano,full
Toyota,2700,sedan,550,1.6,Gas,yes,1989,Carina,front
Hyundai,23500,sedan,72,3.0,Petrol,yes,2013,Grandeur,front
Kia,3300,van,300,2.2,Diesel,yes,1998,Besta,rear
BMW,7000,sedan,280,3.0,Petrol,yes,2001,530,rear
Lexus,15000,crossover,250,3.0,Gas,yes,2003,RX 300,full
BMW,7777,other,375,4.0,Diesel,yes,2000,740,
Renault,18456,crossover,1,1.5,Diesel,yes,2016,Duster,full
Smart,5600,other,158,0.7,Petrol,yes,2006,Fortwo,rear
Hyundai,29999,crossover,52,2.2,Diesel,yes,2014,Santa FE,full
BMW,20500,crossover,73,2.0,Petrol,yes,2011,X1,rear
Daewoo,3250,sedan,153,1.3,Petrol,yes,2004,Sens,front
Mitsubishi,6400,sedan,127,1.6,Petrol,yes,2006,Lancer,front
VAZ,1950,sedan,91,1.5,Petrol,yes,2005,2107,rear
Renault,9500,vagon,78,1.5,Diesel,yes,2014,Kangoo ����.,front
Nissan,10900,sedan,120,2.3,Petrol,yes,2006,Teana,front
Smart,4950,other,181,0.7,Petrol,yes,2003,Cabrio,rear
Audi,10900,sedan,199,3.0,Petrol,yes,2004,A8,front
Mitsubishi,7200,sedan,102,1.6,Petrol,yes,2007,Lancer,front
Mitsubishi,13499,crossover,116,2.4,Petrol,yes,2008,Outlander XL,full
Toyota,16500,other,130,2.7,Gas,yes,2004,Land Cruiser Prado,full
Skoda,4900,sedan,240,1.8,Petrol,yes,1998,Octavia,front
BMW,12900,vagon,260,3.0,Diesel,yes,2004,330,rear
Tesla,61900,sedan,22,,Other,yes,2013,Model S,rear
Opel,5300,hatch,1,2.0,Gas,yes,1997,Vectra B,front
Volkswagen,14900,van,170,1.6,Diesel,yes,2012,Touran,front
Audi,4700,sedan,400,2.6,Petrol,yes,1996,A6,front
Chevrolet,11280,sedan,1,1.4,Petrol,yes,2016,Aveo,front
VAZ,1800,hatch,80,1.5,Gas,yes,1997,2109,front
Skoda,11700,sedan,198,1.8,Petrol,yes,2011,Octavia A5,front
Nissan,95000,other,3,3.8,Petrol,yes,2013,GT-R,
Chevrolet,5300,van,165,1.6,Petrol,yes,2008,Tacuma,front
Mercedes-Benz,6800,van,250,1.7,Diesel,yes,2003,Vaneo,front
Ford,8900,sedan,117,2.0,Petrol,yes,2008,Mondeo,front
Toyota,20500,crossover,139,4.0,Gas,yes,2005,Land Cruiser Prado,full
BMW,6300,sedan,270,3.5,Petrol,yes,1998,735,rear
Renault,7400,van,181,2.0,Diesel,yes,2007,Trafic ����.,front
Hyundai,6900,hatch,63,1.4,Petrol,yes,2008,Getz,front
Nissan,11600,crossover,236,2.0,Gas,yes,2007,X-Trail,full
Mercedes-Benz,22500,sedan,213,2.2,Diesel,yes,2012,E-Class,rear
Hyundai,13000,sedan,6,1.4,Petrol,yes,2012,Accent,front
BMW,18100,crossover,200,4.8,Petrol,yes,2005,X5,full
Lexus,12500,vagon,127,3.0,Gas,yes,2002,RX 300,full
Volkswagen,10650,sedan,65,1.6,Petrol,yes,2013,Polo,front
Chevrolet,8500,hatch,124,1.6,Gas,yes,2010,Lacetti,front
Nissan,4800,sedan,300,2.0,Petrol,yes,1995,Maxima,front
Hyundai,11500,sedan,14,1.4,Petrol,yes,2013,Accent,front
Ford,10990,sedan,72,1.6,Petrol,yes,2009,Focus,front
Hyundai,11999,hatch,42,1.6,Petrol,yes,2013,i30,
Peugeot,14799,vagon,130,1.6,Diesel,yes,2012,508,front
Volkswagen,8400,hatch,60,1.39,Petrol,yes,2007,Polo,front
Mazda,16900,sedan,65,2.5,Petrol,yes,2011,6,front
Volkswagen,6950,sedan,132,1.6,Other,yes,2004,Bora,front
Jaguar,39900,sedan,22,2.0,Petrol,yes,2015,XE,rear
Hyundai,13300,crossover,122,2.7,Gas,yes,2009,Tucson,full
Honda,6999,sedan,320,1.8,Petrol,yes,2007,Civic,front
Toyota,36000,crossover,66,3.0,Diesel,yes,2010,Land Cruiser Prado,full
Toyota,15600,sedan,165,3.5,Gas,yes,2008,Camry,front
Mercedes-Benz,18500,van,170,2.2,Diesel,yes,2010,Vito ����.,rear
Audi,3000,sedan,267,2.5,Diesel,no,1999,A6,front
BMW,21000,sedan,186,3.0,Petrol,yes,2007,530,rear
BMW,4500,sedan,307,2.5,Petrol,yes,1994,525,rear
BMW,19999,sedan,290,4.8,Petrol,yes,2006,750,rear
Renault,9100,vagon,176,1.5,Diesel,yes,2011,Scenic,front
Daewoo,4600,sedan,26,1.3,Gas,yes,2014,Sens,front
Fiat,6200,van,150,1.3,Diesel,yes,2012,Fiorino ����.,front
Nissan,16800,crossover,150,2.0,Petrol,yes,2012,X-Trail,full
Audi,2100,sedan,217,1.9,Diesel,no,1996,A4,front
BMW,49000,sedan,58,4.4,Other,yes,2011,750,rear
Mazda,7700,sedan,100,1.6,Petrol,yes,2008,3,front
Mitsubishi,14500,crossover,167,3.0,Gas,yes,2008,Pajero Wagon,full
Toyota,14000,sedan,1,1.8,Petrol,yes,2008,Avensis,front
Nissan,12000,hatch,14,1.2,Petrol,yes,2014,Micra,front
BMW,104999,crossover,2,3.0,Diesel,yes,2016,X5,full
Audi,36000,vagon,40,3.0,Diesel,yes,2010,Q7,full
BMW,8850,vagon,280,2.5,Diesel,yes,2000,525,rear
Porsche,22500,crossover,174,3.2,Gas,yes,2006,Cayenne,full
Chery,4800,sedan,86,2.0,Gas,yes,2008,Eastar,front
Mercedes-Benz,23900,sedan,187,5.5,Petrol,yes,2007,S 550,full
Opel,3300,sedan,280,2.0,Petrol,yes,1989,Vectra A,front
Ford,3350,sedan,150,2.0,Petrol,yes,1990,Sierra,rear
Volkswagen,17900,other,119,2.0,Diesel,yes,2012,T6 (Transporter) ����.,front
VAZ,750,sedan,123,1.2,Petrol,yes,1990,2105,
Skoda,6777,vagon,123,1.4,Petrol,yes,2007,Fabia,front
Mercedes-Benz,11500,sedan,224,2.6,Gas,yes,2003,E-Class,rear
Toyota,6400,sedan,250,3.0,Gas,yes,1998,Camry,front
Mercedes-Benz,10200,sedan,174,2.6,Gas,yes,2001,E-Class,rear
Chevrolet,4450,crossover,164,1.7,Other,yes,2006,Niva,full
VAZ,1555,sedan,125,1.35,Petrol,yes,1987,2106,rear
ZAZ,1600,hatch,180,1.2,Petrol,yes,2003,1102 ������,front
Nissan,21999,crossover,109,3.0,Diesel,yes,2005,Patrol,full
Volkswagen,3300,vagon,193,1.9,Diesel,no,2003,Passat B5,front
Opel,2500,sedan,125,1.8,Petrol,no,2002,Vectra B,front
Kia,18000,crossover,64,2.0,Diesel,yes,2011,Sportage,full
Mercedes-Benz,8200,sedan,260,3.0,Diesel,yes,1997,S 300,rear
BMW,65393,crossover,0,2.0,Diesel,yes,2016,X5,full
Mercedes-Benz,4400,sedan,160,2.7,Diesel,no,2000,E-Class,rear
Mercedes-Benz,18900,sedan,232,3.0,Diesel,yes,2007,E-Class,full
Mazda,11900,other,105,2.3,Petrol,yes,2008,CX-7,full
Mercedes-Benz,16500,sedan,280,3.7,Petrol,yes,2004,S 350,full
Mitsubishi,2900,hatch,300,1.8,Petrol,yes,1989,Galant,front
Lexus,16700,sedan,118,3.5,Other,yes,2007,ES 350,front
Kia,13460,hatch,1,1.6,Petrol,yes,2016,Ceed,front
Mercedes-Benz,2500,vagon,122,2.3,Petrol,yes,1987,230,rear
Nissan,17200,crossover,65,1.6,Petrol,yes,2013,Juke,front
Lexus,22700,crossover,68,,Other,yes,2008,RX 400,full
Jaguar,21500,sedan,160,4.0,Petrol,yes,2001,Daimler,rear
Kia,13000,crossover,155,2.5,Diesel,yes,2008,Sorento,full
Skoda,8500,sedan,203,1.6,Gas,yes,2007,Octavia Tour,front
Opel,2754,hatch,297,1.0,Gas,yes,2000,Corsa,front
VAZ,2250,sedan,170,1.5,Gas,yes,2003,2110,front
Mercedes-Benz,11900,sedan,167,1.8,Petrol,yes,2005,C-Class,rear
Renault,7150,vagon,1,1.5,Diesel,yes,2005,Megane,front
Kia,13000,sedan,13,1.4,Petrol,yes,2015,Rio,front
Mercedes-Benz,28950,sedan,40,1.8,Petrol,yes,2014,C-Class,rear
Ford,9500,van,190,2.2,Diesel,yes,2012,Transit ����.,front
Mercedes-Benz,9999,van,154,2.2,Diesel,yes,2007,Vito ����.,rear
Ford,14999,crossover,80,2.5,Petrol,yes,2011,Kuga,full
Ford,3000,van,280,2.0,Diesel,yes,2004,Transit ����.,front
Citroen,6800,hatch,88,1.6,Petrol,yes,2009,C4,front
Renault,7500,sedan,131,1.6,Petrol,yes,2009,Megane,front
